"","Credit","balance_credit_acc","duration","moral","verw","hoehe","sparkont","beszeit","rate","famges","buerge","wohnzeit","verm","alter","weitkred","wohn","bishkred","beruf","pers","telef","gastarb"
"459","Good","no balance or debit",24,"no problems with current credits at this bank","used car",2333," >= 1000,- DM","<= 1 year","< 20","male: married / widowed","none","1 <= ... < 4 years","Car / Other",29,"at other banks","rented flat","one","unskilled with permanent residence","3 and more","no","yes"
"460","Good"," ... >= 200 DM or checking account for at least 1 year",12,"no previous credits / paid back all previous credits","new car",2445," >= 1000,- DM","<= 1 year","25 <= ... < 35","female: single","none",">= 7 years","Savings contract with a building society / Life insurance",26,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"461","Good","no balance or debit",20,"no previous credits / paid back all previous credits","new car",6468," >= 1000,- DM","unemployed",">= 35","male: divorced / living apart","none",">= 7 years","not available / no assets",60,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"462","Good","no balance or debit",18,"paid back previous credits at this bank","used car",7374,"not available / no savings","unemployed","< 20","male: married / widowed","none",">= 7 years","Car / Other",40,"at department store or mail order house","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"463","Good"," ... >= 200 DM or checking account for at least 1 year",15,"no previous credits / paid back all previous credits","new car",3812,"< 100,- DM","<= 1 year",">= 35","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",23,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"464","Bad","no running account",28,"no previous credits / paid back all previous credits","other",4006,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",45,"no further running credits","rented flat","one","unskilled with permanent residence","3 and more","no","yes"
"465","Good","no balance or debit",12,"no previous credits / paid back all previous credits","other",7472," >= 1000,- DM","unemployed",">= 35","female: divorced / living apart / married","none","1 <= ... < 4 years","not available / no assets",24,"no further running credits","free apartment","one","unemployed / unskilled with no permanent residence","3 and more","no","yes"
"466","Good","0 <= ... <= 200",12,"no previous credits / paid back all previous credits","used car",1424," >= 1000,- DM",">= 7 years","20 <= ... < 25","female: divorced / living apart / married","none",">= 7 years","not available / no assets",55,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"467","Good","no balance or debit",12,"no previous credits / paid back all previous credits","new car",2028," >= 1000,- DM","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",30,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"468","Good"," ... >= 200 DM or checking account for at least 1 year",15,"no previous credits / paid back all previous credits","other",5324,"100,- <= ... < 500,- DM",">= 7 years",">= 35","female: divorced / living apart / married","none",">= 7 years","Ownership of house or land",35,"no further running credits","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"469","Good","no balance or debit",36,"no previous credits / paid back all previous credits","items of furniture",2323,"not available / no savings","4 <= ... < 7 years","< 20","male: married / widowed","none",">= 7 years","Savings contract with a building society / Life insurance",24,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"470","Good"," ... >= 200 DM or checking account for at least 1 year",12,"no previous credits / paid back all previous credits","repair",1393,"not available / no savings",">= 7 years","< 20","male: married / widowed","none",">= 7 years","Car / Other",47,"at other banks","rented flat","four or five","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"471","Good"," ... >= 200 DM or checking account for at least 1 year",18,"no previous credits / paid back all previous credits","used car",1984,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",47,"at other banks","owner-occupied flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"472","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","items of furniture",999," >= 1000,- DM",">= 7 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",25,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"473","Good"," ... >= 200 DM or checking account for at least 1 year",36,"no previous credits / paid back all previous credits","retraining",7409," >= 1000,- DM",">= 7 years","20 <= ... < 25","male: married / widowed","none","1 <= ... < 4 years","Car / Other",37,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"474","Good"," ... >= 200 DM or checking account for at least 1 year",15,"no previous credits / paid back all previous credits","used car",2186," >= 1000,- DM","4 <= ... < 7 years",">= 35","female: divorced / living apart / married","none",">= 7 years","not available / no assets",33,"at other banks","free apartment","one","unskilled with permanent residence","3 and more","no","yes"
"475","Good","0 <= ... <= 200",36,"no previous credits / paid back all previous credits","items of furniture",4473,"not available / no savings",">= 7 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",31,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"476","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","vacation",937,"not available / no savings","<= 1 year","< 20","female: single","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",27,"no further running credits","rented flat","two or three","unskilled with permanent residence","3 and more","no","yes"
"477","Good"," ... >= 200 DM or checking account for at least 1 year",18,"no previous credits / paid back all previous credits","used car",3422,"not available / no savings",">= 7 years","< 20","male: married / widowed","none",">= 7 years","Car / Other",47,"at other banks","rented flat","four or five","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"478","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","items of furniture",3105," >= 1000,- DM","<= 1 year","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",25,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"479","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","repair",2748,"not available / no savings",">= 7 years","25 <= ... < 35","female: divorced / living apart / married","none",">= 7 years","Ownership of house or land",57,"at other banks","owner-occupied flat","four or five","unskilled with permanent residence","3 and more","no","yes"
"480","Good","no balance or debit",18,"no previous credits / paid back all previous credits","household appliances",3872,"not available / no savings","unemployed","25 <= ... < 35","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",67,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"481","Good"," ... >= 200 DM or checking account for at least 1 year",27,"no previous credits / paid back all previous credits","household appliances",5190," >= 1000,- DM",">= 7 years","< 20","male: married / widowed","none",">= 7 years","Car / Other",48,"no further running credits","rented flat","six or more","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"482","Good","no balance or debit",18,"no previous credits / paid back all previous credits","used car",3001,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","female: divorced / living apart / married","none",">= 7 years","not available / no assets",40,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"483","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no problems with current credits at this bank","retraining",3863,"not available / no savings","1 <= ... < 4 years",">= 35","male: married / widowed","none","1 <= ... < 4 years","Ownership of house or land",32,"no further running credits","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"484","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","used car",5801," >= 1000,- DM",">= 7 years","25 <= ... < 35","male: married / widowed","none",">= 7 years","Car / Other",49,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","no"
"485","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","used car",1592,"500,- <= ... < 1000,- DM","4 <= ... < 7 years","20 <= ... < 25","female: divorced / living apart / married","none","1 <= ... < 4 years","Car / Other",35,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"486","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","retraining",1185,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","none","1 <= ... < 4 years","not available / no assets",27,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"487","Good"," ... >= 200 DM or checking account for at least 1 year",18,"paid back previous credits at this bank","used car",3780,"not available / no savings","<= 1 year","20 <= ... < 25","male: divorced / living apart","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",35,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"488","Good","no balance or debit",18,"paid back previous credits at this bank","used car",3612,"not available / no savings",">= 7 years","20 <= ... < 25","female: divorced / living apart / married","none",">= 7 years","Car / Other",37,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","no"
"489","Good"," ... >= 200 DM or checking account for at least 1 year",12,"no previous credits / paid back all previous credits","retraining",1076,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","female: single","none","1 <= ... < 4 years","not available / no assets",26,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"490","Good"," ... >= 200 DM or checking account for at least 1 year",12,"no previous credits / paid back all previous credits","other",3527," >= 1000,- DM","<= 1 year","25 <= ... < 35","male: married / widowed","none","4 <= ... < 7 years","Car / Other",45,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","0 to 2","yes","yes"
"491","Good"," ... >= 200 DM or checking account for at least 1 year",18,"no previous credits / paid back all previous credits","items of furniture",2051,"not available / no savings","<= 1 year","< 20","male: married / widowed","none","< 1 year","not available / no assets",33,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"492","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","used car",3331,"not available / no savings",">= 7 years","25 <= ... < 35","male: married / widowed","none",">= 7 years","Car / Other",42,"at department store or mail order house","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"493","Good","no running account",18,"hesitant payment of previous credits","retraining",3104,"not available / no savings","4 <= ... < 7 years","20 <= ... < 25","male: married / widowed","none","< 1 year","Car / Other",31,"at other banks","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"494","Good"," ... >= 200 DM or checking account for at least 1 year",24,"paid back previous credits at this bank","items of furniture",2611,"not available / no savings",">= 7 years","< 20","female: single","Co-Applicant","4 <= ... < 7 years","not available / no assets",46,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"495","Good","no running account",12,"paid back previous credits at this bank","new car",1409,"not available / no savings",">= 7 years","< 20","male: married / widowed","none","4 <= ... < 7 years","not available / no assets",54,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"496","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","items of furniture",1311,"< 100,- DM","4 <= ... < 7 years","< 20","female: single","none","4 <= ... < 7 years","Car / Other",26,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"497","Good"," ... >= 200 DM or checking account for at least 1 year",6,"no previous credits / paid back all previous credits","items of furniture",2108,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","female: single","none","1 <= ... < 4 years","not available / no assets",29,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"498","Good"," ... >= 200 DM or checking account for at least 1 year",24,"paid back previous credits at this bank","new car",4042," >= 1000,- DM","4 <= ... < 7 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","Car / Other",43,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"499","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","other",926,"not available / no savings","unemployed",">= 35","female: divorced / living apart / married","none","1 <= ... < 4 years","Car / Other",38,"no further running credits","rented flat","one","unemployed / unskilled with no permanent residence","3 and more","no","yes"
"500","Good","no running account",12,"no previous credits / paid back all previous credits","items of furniture",1680,"100,- <= ... < 500,- DM",">= 7 years","20 <= ... < 25","female: single","none","< 1 year","not available / no assets",35,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"501","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","other",1249,"not available / no savings","<= 1 year","< 20","female: single","none","1 <= ... < 4 years","not available / no assets",28,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"502","Good"," ... >= 200 DM or checking account for at least 1 year",24,"paid back previous credits at this bank","other",2463,"< 100,- DM","4 <= ... < 7 years","< 20","female: single","none","4 <= ... < 7 years","Car / Other",27,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"503","Good"," ... >= 200 DM or checking account for at least 1 year",6,"no previous credits / paid back all previous credits","items of furniture",1595,"not available / no savings","4 <= ... < 7 years","20 <= ... < 25","male: married / widowed","none","1 <= ... < 4 years","Car / Other",51,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","0 to 2","no","yes"
"504","Good"," ... >= 200 DM or checking account for at least 1 year",24,"paid back previous credits at this bank","household appliances",2058,"not available / no savings","1 <= ... < 4 years","< 20","male: divorced / living apart","none","1 <= ... < 4 years","not available / no assets",33,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"505","Good"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","new car",7814,"not available / no savings","4 <= ... < 7 years","20 <= ... < 25","male: married / widowed","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",38,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"506","Good"," ... >= 200 DM or checking account for at least 1 year",6,"paid back previous credits at this bank","items of furniture",1740,"not available / no savings",">= 7 years","25 <= ... < 35","female: single","none","1 <= ... < 4 years","not available / no assets",30,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"507","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","items of furniture",1240," >= 1000,- DM",">= 7 years","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","not available / no assets",38,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"508","Good"," ... >= 200 DM or checking account for at least 1 year",24,"paid back previous credits at this bank","new car",6842," >= 1000,- DM","1 <= ... < 4 years","25 <= ... < 35","male: married / widowed","none",">= 7 years","Car / Other",46,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","0 to 2","yes","yes"
"509","Good"," ... >= 200 DM or checking account for at least 1 year",24,"paid back previous credits at this bank","used car",5150,"not available / no savings",">= 7 years","< 20","male: married / widowed","none",">= 7 years","Savings contract with a building society / Life insurance",33,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"510","Good","no running account",6,"no previous credits / paid back all previous credits","other",1203,"< 100,- DM",">= 7 years","20 <= ... < 25","male: married / widowed","none","1 <= ... < 4 years","Car / Other",43,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"511","Good"," ... >= 200 DM or checking account for at least 1 year",6,"paid back previous credits at this bank","other",2080,"100,- <= ... < 500,- DM","1 <= ... < 4 years",">= 35","female: single","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",24,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"512","Good"," ... >= 200 DM or checking account for at least 1 year",6,"no previous credits / paid back all previous credits","repair",1538,"not available / no savings","<= 1 year",">= 35","female: divorced / living apart / married","none","1 <= ... < 4 years","Ownership of house or land",56,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"513","Good","no balance or debit",24,"paid back previous credits at this bank","other",3878,"< 100,- DM","<= 1 year","< 20","male: divorced / living apart","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",37,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"514","Good","no balance or debit",30,"no previous credits / paid back all previous credits","used car",3832,"not available / no savings","<= 1 year","25 <= ... < 35","female: single","none","< 1 year","Car / Other",22,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"515","Good"," ... >= 200 DM or checking account for at least 1 year",15,"no previous credits / paid back all previous credits","other",3186,"500,- <= ... < 1000,- DM","4 <= ... < 7 years","25 <= ... < 35","female: divorced / living apart / married","none","4 <= ... < 7 years","Savings contract with a building society / Life insurance",20,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"516","Good","no balance or debit",24,"no previous credits / paid back all previous credits","items of furniture",2896,"< 100,- DM","<= 1 year","25 <= ... < 35","male: married / widowed","none","< 1 year","Savings contract with a building society / Life insurance",29,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"517","Good","no balance or debit",24,"no problems with current credits at this bank","retraining",6967,"< 100,- DM","4 <= ... < 7 years","< 20","male: married / widowed","none",">= 7 years","Savings contract with a building society / Life insurance",36,"no further running credits","free apartment","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"518","Bad"," ... >= 200 DM or checking account for at least 1 year",36,"no previous credits / paid back all previous credits","repair",1819,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none",">= 7 years","Ownership of house or land",37,"at department store or mail order house","owner-occupied flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"519","Bad"," ... >= 200 DM or checking account for at least 1 year",24,"no previous credits / paid back all previous credits","items of furniture",5943," >= 1000,- DM","<= 1 year",">= 35","female: divorced / living apart / married","none","< 1 year","Savings contract with a building society / Life insurance",44,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"520","Bad"," ... >= 200 DM or checking account for at least 1 year",36,"paid back previous credits at this bank","used car",7127,"not available / no savings","<= 1 year","25 <= ... < 35","female: divorced / living apart / married","none",">= 7 years","Car / Other",23,"no further running credits","free apartment","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"521","Bad"," ... >= 200 DM or checking account for at least 1 year",36,"no previous credits / paid back all previous credits","used car",3349,"not available / no savings","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",28,"no further running credits","rented flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"522","Bad"," ... >= 200 DM or checking account for at least 1 year",36,"no previous credits / paid back all previous credits","used car",10974,"not available / no savings","unemployed","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",26,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"523","Good"," ... >= 200 DM or checking account for at least 1 year",6,"no previous credits / paid back all previous credits","items of furniture",518,"not available / no savings","1 <= ... < 4 years","20 <= ... < 25","female: divorced / living apart / married","none","< 1 year","not available / no assets",29,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"524","Good"," ... >= 200 DM or checking account for at least 1 year",18,"no previous credits / paid back all previous credits","items of furniture",1126," >= 1000,- DM","<= 1 year","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","not available / no assets",21,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"525","Good","no balance or debit",12,"paid back previous credits at this bank","new car",1860,"not available / no savings","unemployed","< 20","male: married / widowed","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",34,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"526","Good"," ... >= 200 DM or checking account for at least 1 year",36,"paid back previous credits at this bank","items of furniture",9566,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",31,"at department store or mail order house","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"527","Good","no running account",12,"no previous credits / paid back all previous credits","items of furniture",701,"not available / no savings","1 <= ... < 4 years","< 20","female: single","none","1 <= ... < 4 years","not available / no assets",40,"no further running credits","rented flat","one","unskilled with permanent residence","3 and more","no","yes"
"528","Good","no balance or debit",12,"no previous credits / paid back all previous credits","items of furniture",2930,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","female: divorced / living apart / married","none","< 1 year","not available / no assets",27,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"529","Good"," ... >= 200 DM or checking account for at least 1 year",18,"no previous credits / paid back all previous credits","items of furniture",1505,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Ownership of house or land",32,"no further running credits","owner-occupied flat","one","executive / self-employed / higher civil servant","3 and more","yes","yes"
"530","Good"," ... >= 200 DM or checking account for at least 1 year",18,"paid back previous credits at this bank","items of furniture",2238,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","female: divorced / living apart / married","none","< 1 year","Savings contract with a building society / Life insurance",25,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"531","Good"," ... >= 200 DM or checking account for at least 1 year",4,"paid back previous credits at this bank","items of furniture",1503,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","male: married / widowed","none","< 1 year","not available / no assets",42,"no further running credits","rented flat","two or three","unskilled with permanent residence","0 to 2","no","yes"
"532","Good"," ... >= 200 DM or checking account for at least 1 year",24,"paid back previous credits at this bank","new car",2197," >= 1000,- DM","4 <= ... < 7 years","< 20","male: married / widowed","none",">= 7 years","Savings contract with a building society / Life insurance",43,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"533","Good","0 <= ... <= 200",12,"no previous credits / paid back all previous credits","items of furniture",1881,"not available / no savings","1 <= ... < 4 years","25 <= ... < 35","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",44,"no further running credits","free apartment","one","unskilled with permanent residence","3 and more","yes","yes"
"534","Good","no running account",18,"paid back previous credits at this bank","items of furniture",1880,"not available / no savings","4 <= ... < 7 years","< 20","female: single","none","< 1 year","Car / Other",32,"no further running credits","rented flat","two or three","executive / self-employed / higher civil servant","3 and more","yes","yes"
"535","Good","no running account",18,"no previous credits / paid back all previous credits","items of furniture",2389,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none","< 1 year","Savings contract with a building society / Life insurance",27,"at department store or mail order house","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"536","Good","no balance or debit",24,"no previous credits / paid back all previous credits","items of furniture",1967,"not available / no savings",">= 7 years","< 20","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",20,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"537","Good"," ... >= 200 DM or checking account for at least 1 year",4,"paid back previous credits at this bank","other",3380,"not available / no savings","4 <= ... < 7 years",">= 35","female: divorced / living apart / married","none","< 1 year","not available / no assets",37,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","0 to 2","no","yes"
"538","Good"," ... >= 200 DM or checking account for at least 1 year",4,"paid back previous credits at this bank","other",1455,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","male: married / widowed","none","< 1 year","not available / no assets",42,"no further running credits","rented flat","four or five","unskilled with permanent residence","0 to 2","no","yes"
"539","Good"," ... >= 200 DM or checking account for at least 1 year",7,"paid back previous credits at this bank","items of furniture",730," >= 1000,- DM",">= 7 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Car / Other",46,"no further running credits","free apartment","two or three","unskilled with permanent residence","3 and more","yes","yes"
"540","Good","no balance or debit",18,"hesitant payment of previous credits","used car",3244,"not available / no savings","1 <= ... < 4 years",">= 35","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",33,"at other banks","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"541","Bad","no balance or debit",9,"no previous credits / paid back all previous credits","items of furniture",1670,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none","1 <= ... < 4 years","Savings contract with a building society / Life insurance",22,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"542","Good","no balance or debit",48,"no previous credits / paid back all previous credits","items of furniture",3979," >= 1000,- DM","4 <= ... < 7 years","< 20","male: married / widowed","none","< 1 year","Savings contract with a building society / Life insurance",41,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"543","Bad","no balance or debit",12,"no previous credits / paid back all previous credits","used car",1922,"not available / no savings","1 <= ... < 4 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Car / Other",37,"no further running credits","rented flat","one","unskilled with permanent residence","3 and more","no","yes"
"544","Good","no balance or debit",18,"paid back previous credits at this bank","used car",1295,"not available / no savings","<= 1 year","< 20","female: divorced / living apart / married","none","< 1 year","Car / Other",27,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"545","Good"," ... >= 200 DM or checking account for at least 1 year",4,"paid back previous credits at this bank","items of furniture",1544,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","male: married / widowed","none","< 1 year","not available / no assets",42,"no further running credits","rented flat","four or five","unskilled with permanent residence","0 to 2","no","yes"
"546","Good","no balance or debit",8,"no previous credits / paid back all previous credits","retraining",907,"not available / no savings","<= 1 year","20 <= ... < 25","female: single","none","1 <= ... < 4 years","not available / no assets",26,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"547","Good","no balance or debit",30,"no previous credits / paid back all previous credits","items of furniture",1715," >= 1000,- DM","1 <= ... < 4 years","< 20","female: divorced / living apart / married","none","< 1 year","Savings contract with a building society / Life insurance",26,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"548","Good","0 <= ... <= 200",10,"paid back previous credits at this bank","items of furniture",1347," >= 1000,- DM","4 <= ... < 7 years","< 20","male: married / widowed","none","1 <= ... < 4 years","Car / Other",27,"no further running credits","rented flat","two or three","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"549","Good","no balance or debit",12,"no previous credits / paid back all previous credits","other",1007,"500,- <= ... < 1000,- DM","1 <= ... < 4 years","< 20","female: single","none","< 1 year","not available / no assets",22,"no further running credits","rented flat","one","skilled worker / skilled employee / minor civil servant","3 and more","no","yes"
"550","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","used car",1402,"100,- <= ... < 500,- DM","4 <= ... < 7 years","20 <= ... < 25","female: divorced / living apart / married","none",">= 7 years","Savings contract with a building society / Life insurance",37,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","3 and more","yes","yes"
"551","Good","no balance or debit",12,"no previous credits / paid back all previous credits","other",2002,"not available / no savings","4 <= ... < 7 years","20 <= ... < 25","male: married / widowed","none",">= 7 years","Car / Other",30,"no further running credits","free apartment","one","skilled worker / skilled employee / minor civil servant","0 to 2","yes","yes"
"552","Good"," ... >= 200 DM or checking account for at least 1 year",12,"paid back previous credits at this bank","repair",2096,"not available / no savings","4 <= ... < 7 years","25 <= ... < 35","male: married / widowed","none","4 <= ... < 7 years","not available / no assets",49,"no further running credits","rented flat","one","unskilled with permanent residence","0 to 2","no","yes"
